D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_110.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_110.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_110.jpg,0,1,0,20.72685
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_181.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_181.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_181.jpg,-0.15,1,0,21.5144
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_251.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_251.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_251.jpg,-0.3,1,0,22.03483
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_322.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_322.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_322.jpg,-0.5000001,1,0,22.72396
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_401.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_401.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_401.jpg,-0.7,1,0,23.33125
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_469.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_469.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_469.jpg,0,1,0,23.775
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_547.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_547.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_547.jpg,0,1,0,24.48379
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_621.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_621.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_621.jpg,0,1,0,25.23728
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_691.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_691.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_691.jpg,0,1,0,25.80703
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_762.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_762.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_762.jpg,0,1,0,26.56632
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_833.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_833.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_833.jpg,0,1,0,27.1321
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_905.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_905.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_905.jpg,-0.2,1,0,27.86531
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_47_976.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_47_976.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_47_976.jpg,-0.35,1,0,28.36729
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_047.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_047.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_047.jpg,0,1,0,29.09736
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_121.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_121.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_121.jpg,0,1,0,29.82856
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_191.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_191.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_191.jpg,0,1,0,30.19225
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_265.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_265.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_265.jpg,0,1,0,30.19033
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_338.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_338.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_338.jpg,0,1,0,30.18965
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_410.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_410.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_410.jpg,-0.1,1,0,30.18789
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_485.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_485.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_485.jpg,0,1,0,30.19099
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_557.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_557.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_557.jpg,0,1,0,30.19013
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_633.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_633.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_633.jpg,0,1,0,30.19026
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_709.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_709.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_709.jpg,0,1,0,30.19031
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_782.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_782.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_782.jpg,-0.2,1,0,30.18029
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_855.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_855.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_855.jpg,-0.35,1,0,30.16385
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_48_931.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_48_931.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_48_931.jpg,0,1,0,30.19037
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_009.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_009.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_009.jpg,0,1,0,30.19019
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_089.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_089.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_089.jpg,-0.05,1,0,30.19003
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_167.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_167.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_167.jpg,-0.25,1,0,30.17629
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_234.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_234.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_234.jpg,-0.4,1,0,30.15879
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_315.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_315.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_315.jpg,-0.6000001,1,0,30.13391
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_384.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_384.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_384.jpg,0,1,0,30.17432
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_462.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_462.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_462.jpg,0,1,0,30.18682
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_538.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_538.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_538.jpg,0,1,0,30.18971
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_615.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_615.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_615.jpg,-0.1,1,0,30.18999
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_690.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_690.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_690.jpg,-0.3,1,0,30.17268
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_766.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_766.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_766.jpg,-0.5000001,1,0,30.14786
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_835.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_835.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_835.jpg,0,1,0,30.18598
D:\SelfDrivingCar\Data\IMG\center_2020_03_10_09_34_49_909.jpg,D:\SelfDrivingCar\Data\IMG\left_2020_03_10_09_34_49_909.jpg,D:\SelfDrivingCar\Data\IMG\right_2020_03_10_09_34_49_909.jpg,0,1,0,30.18959
